event_time,user_id,ip,device_id,device_type
2026-01-01T03:55:47Z,demo_user_029,192.0.2.10,demo_device_01,Browser
2026-01-01T03:58:51Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T04:01:49Z,demo_user_006,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:03:03Z,demo_user_028,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:03:49Z,demo_user_008,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:05:12Z,demo_user_026,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:08:57Z,demo_user_032,192.0.2.10,demo_device_01,Browser
2026-01-01T04:09:38Z,demo_user_023,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:10:48Z,demo_user_010,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:11:40Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T04:11:49Z,demo_user_015,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:14:05Z,demo_user_005,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:14:52Z,demo_user_010,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:16:57Z,demo_user_020,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:18:02Z,demo_user_019,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:18:34Z,demo_user_009,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:21:10Z,demo_user_005,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:21:14Z,demo_user_010,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:22:47Z,demo_user_015,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:24:03Z,demo_user_035,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:24:16Z,demo_user_022,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:26:15Z,demo_user_034,192.0.2.10,demo_device_01,Browser
2026-01-01T04:28:57Z,demo_user_015,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:31:36Z,demo_user_020,192.0.2.10,demo_device_01,Browser
2026-01-01T04:31:53Z,demo_user_032,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:32:23Z,demo_user_024,192.0.2.10,demo_device_01,Browser
2026-01-01T04:34:57Z,demo_user_011,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:40:23Z,demo_user_011,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:42:31Z,demo_user_001,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:46:03Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T04:47:10Z,demo_user_022,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:47:40Z,demo_user_029,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:48:23Z,demo_user_028,192.0.2.11,demo_device_02,Mobile
2026-01-01T04:50:54Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T04:50:55Z,demo_user_010,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:55:41Z,demo_user_026,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:57:02Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T04:57:02Z,demo_user_020,192.0.2.10,demo_device_01,Browser
2026-01-01T04:58:01Z,demo_user_018,198.51.100.77,demo_device_03,Emulator
2026-01-01T04:58:34Z,demo_user_020,192.0.2.10,demo_device_01,Browser
2026-01-01T04:59:42Z,demo_user_020,192.0.2.10,demo_device_01,Browser
2026-01-01T05:02:35Z,demo_user_037,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:05:15Z,demo_user_012,192.0.2.10,demo_device_01,Browser
2026-01-01T05:06:55Z,demo_user_026,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:12:45Z,demo_user_025,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:16:33Z,demo_user_024,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:17:42Z,demo_user_006,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:18:24Z,demo_user_040,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:18:56Z,demo_user_025,192.0.2.10,demo_device_01,Browser
2026-01-01T05:19:04Z,demo_user_025,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:19:18Z,demo_user_030,192.0.2.10,demo_device_01,Browser
2026-01-01T05:23:21Z,demo_user_038,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:27:13Z,demo_user_017,192.0.2.10,demo_device_01,Browser
2026-01-01T05:28:10Z,demo_user_019,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:34:01Z,demo_user_022,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:36:52Z,demo_user_038,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:39:52Z,demo_user_018,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:39:57Z,demo_user_027,192.0.2.10,demo_device_01,Browser
2026-01-01T05:42:49Z,demo_user_021,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:42:59Z,demo_user_012,192.0.2.10,demo_device_01,Browser
2026-01-01T05:44:11Z,demo_user_037,198.51.100.77,demo_device_03,Emulator
2026-01-01T05:46:43Z,demo_user_029,192.0.2.10,demo_device_01,Browser
2026-01-01T05:49:50Z,demo_user_015,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:50:45Z,demo_user_033,192.0.2.10,demo_device_01,Browser
2026-01-01T05:51:41Z,demo_user_018,192.0.2.10,demo_device_01,Browser
2026-01-01T05:53:31Z,demo_user_016,192.0.2.11,demo_device_02,Mobile
2026-01-01T05:54:36Z,demo_user_019,192.0.2.10,demo_device_01,Browser
2026-01-01T06:05:41Z,demo_user_001,192.0.2.10,demo_device_01,Browser
2026-01-01T06:06:56Z,demo_user_031,192.0.2.10,demo_device_01,Browser
2026-01-01T06:07:49Z,demo_user_030,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:08:15Z,demo_user_001,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:10:35Z,demo_user_026,192.0.2.10,demo_device_01,Browser
2026-01-01T06:12:17Z,demo_user_023,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:18:27Z,demo_user_031,192.0.2.10,demo_device_01,Browser
2026-01-01T06:19:14Z,demo_user_019,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:20:11Z,demo_user_018,192.0.2.10,demo_device_01,Browser
2026-01-01T06:22:33Z,demo_user_004,192.0.2.10,demo_device_01,Browser
2026-01-01T06:29:09Z,demo_user_039,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:30:08Z,demo_user_021,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:33:56Z,demo_user_006,192.0.2.10,demo_device_01,Browser
2026-01-01T06:34:29Z,demo_user_023,192.0.2.10,demo_device_01,Browser
2026-01-01T06:34:52Z,demo_user_027,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:36:11Z,demo_user_014,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:40:24Z,demo_user_011,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:41:21Z,demo_user_035,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:48:27Z,demo_user_021,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:50:37Z,demo_user_020,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:51:08Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T06:53:21Z,demo_user_025,198.51.100.77,demo_device_03,Emulator
2026-01-01T06:54:02Z,demo_user_006,192.0.2.10,demo_device_01,Browser
2026-01-01T06:55:24Z,demo_user_015,192.0.2.10,demo_device_01,Browser
2026-01-01T06:56:07Z,demo_user_019,192.0.2.10,demo_device_01,Browser
2026-01-01T06:56:29Z,demo_user_040,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:56:42Z,demo_user_016,192.0.2.10,demo_device_01,Browser
2026-01-01T06:57:43Z,demo_user_037,192.0.2.11,demo_device_02,Mobile
2026-01-01T06:58:37Z,demo_user_003,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:00:12Z,demo_user_005,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:01:06Z,demo_user_025,192.0.2.10,demo_device_01,Browser
2026-01-01T07:04:20Z,demo_user_018,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:05:28Z,demo_user_026,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:06:04Z,demo_user_001,198.51.100.77,demo_device_03,Emulator
2026-01-01T07:07:45Z,demo_user_008,198.51.100.77,demo_device_03,Emulator
2026-01-01T07:10:58Z,demo_user_004,192.0.2.10,demo_device_01,Browser
2026-01-01T07:12:25Z,demo_user_038,192.0.2.10,demo_device_01,Browser
2026-01-01T07:14:21Z,demo_user_009,192.0.2.10,demo_device_01,Browser
2026-01-01T07:16:31Z,demo_user_016,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:16:42Z,demo_user_015,192.0.2.10,demo_device_01,Browser
2026-01-01T07:17:53Z,demo_user_012,192.0.2.10,demo_device_01,Browser
2026-01-01T07:19:02Z,demo_user_020,192.0.2.10,demo_device_01,Browser
2026-01-01T07:20:06Z,demo_user_005,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:27:13Z,demo_user_035,192.0.2.10,demo_device_01,Browser
2026-01-01T07:29:25Z,demo_user_034,198.51.100.77,demo_device_03,Emulator
2026-01-01T07:31:47Z,demo_user_028,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:36:43Z,demo_user_017,192.0.2.11,demo_device_02,Mobile
2026-01-01T07:37:30Z,demo_user_034,192.0.2.10,demo_device_01,Browser
2026-01-01T07:54:29Z,demo_user_024,192.0.2.10,demo_device_01,Browser
2026-01-01T08:00:50Z,demo_user_032,192.0.2.11,demo_device_02,Mobile
2026-01-01T08:02:52Z,demo_user_003,192.0.2.11,demo_device_02,Mobile
2026-01-01T08:05:00Z,demo_user_009,192.0.2.10,demo_device_01,Browser
2026-01-01T08:14:22Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T08:15:59Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T08:16:19Z,demo_user_002,192.0.2.10,demo_device_01,Browser
2026-01-01T08:16:41Z,demo_user_002,192.0.2.11,demo_device_02,Mobile
2026-01-01T08:17:55Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T08:18:45Z,demo_user_001,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:22:16Z,demo_user_033,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:24:16Z,demo_user_036,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:30:25Z,demo_user_003,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:31:53Z,demo_user_021,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:33:34Z,demo_user_003,192.0.2.10,demo_device_01,Browser
2026-01-01T08:36:55Z,demo_user_012,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:38:41Z,demo_user_009,192.0.2.11,demo_device_02,Mobile
2026-01-01T08:39:54Z,demo_user_039,192.0.2.11,demo_device_02,Mobile
2026-01-01T08:47:33Z,demo_user_016,192.0.2.10,demo_device_01,Browser
2026-01-01T08:52:09Z,demo_user_012,192.0.2.10,demo_device_01,Browser
2026-01-01T08:52:56Z,demo_user_025,192.0.2.10,demo_device_01,Browser
2026-01-01T08:56:40Z,demo_user_024,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:58:21Z,demo_user_038,198.51.100.77,demo_device_03,Emulator
2026-01-01T08:59:01Z,demo_user_028,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:01:00Z,demo_user_027,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:09:36Z,demo_user_023,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:11:17Z,demo_user_005,198.51.100.77,demo_device_03,Emulator
2026-01-01T09:12:10Z,demo_user_035,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:17:13Z,demo_user_025,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:17:25Z,demo_user_025,198.51.100.77,demo_device_03,Emulator
2026-01-01T09:20:22Z,demo_user_031,198.51.100.77,demo_device_03,Emulator
2026-01-01T09:22:27Z,demo_user_017,192.0.2.10,demo_device_01,Browser
2026-01-01T09:24:01Z,demo_user_034,192.0.2.10,demo_device_01,Browser
2026-01-01T09:24:56Z,demo_user_031,192.0.2.10,demo_device_01,Browser
2026-01-01T09:28:27Z,demo_user_009,192.0.2.10,demo_device_01,Browser
2026-01-01T09:28:46Z,demo_user_030,192.0.2.10,demo_device_01,Browser
2026-01-01T09:40:27Z,demo_user_031,192.0.2.10,demo_device_01,Browser
2026-01-01T09:41:00Z,demo_user_024,192.0.2.10,demo_device_01,Browser
2026-01-01T09:51:59Z,demo_user_012,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:54:50Z,demo_user_034,198.51.100.77,demo_device_03,Emulator
2026-01-01T09:55:47Z,demo_user_036,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:56:36Z,demo_user_040,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:57:08Z,demo_user_013,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:57:43Z,demo_user_014,198.51.100.77,demo_device_03,Emulator
2026-01-01T09:57:52Z,demo_user_038,192.0.2.10,demo_device_01,Browser
2026-01-01T09:58:06Z,demo_user_036,192.0.2.11,demo_device_02,Mobile
2026-01-01T09:58:27Z,demo_user_014,198.51.100.77,demo_device_03,Emulator
2026-01-01T10:01:11Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T10:02:26Z,demo_user_039,198.51.100.77,demo_device_03,Emulator
2026-01-01T10:05:29Z,demo_user_006,192.0.2.10,demo_device_01,Browser
2026-01-01T10:07:55Z,demo_user_038,192.0.2.10,demo_device_01,Browser
2026-01-01T10:09:53Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T10:10:16Z,demo_user_032,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:13:19Z,demo_user_029,192.0.2.10,demo_device_01,Browser
2026-01-01T10:14:15Z,demo_user_039,192.0.2.10,demo_device_01,Browser
2026-01-01T10:15:48Z,demo_user_024,192.0.2.10,demo_device_01,Browser
2026-01-01T10:16:22Z,demo_user_029,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:32:49Z,demo_user_018,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:32:50Z,demo_user_004,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:33:49Z,demo_user_007,192.0.2.10,demo_device_01,Browser
2026-01-01T10:36:38Z,demo_user_025,192.0.2.10,demo_device_01,Browser
2026-01-01T10:37:51Z,demo_user_002,198.51.100.77,demo_device_03,Emulator
2026-01-01T10:42:09Z,demo_user_036,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:45:45Z,demo_user_003,192.0.2.10,demo_device_01,Browser
2026-01-01T10:46:44Z,demo_user_006,198.51.100.77,demo_device_03,Emulator
2026-01-01T10:51:27Z,demo_user_027,192.0.2.10,demo_device_01,Browser
2026-01-01T10:52:44Z,demo_user_018,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:54:13Z,demo_user_005,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:54:50Z,demo_user_037,192.0.2.11,demo_device_02,Mobile
2026-01-01T10:56:16Z,demo_user_016,192.0.2.10,demo_device_01,Browser
2026-01-01T11:03:47Z,demo_user_001,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:09:00Z,demo_user_011,198.51.100.77,demo_device_03,Emulator
2026-01-01T11:09:45Z,demo_user_030,192.0.2.10,demo_device_01,Browser
2026-01-01T11:12:24Z,demo_user_029,192.0.2.10,demo_device_01,Browser
2026-01-01T11:16:54Z,demo_user_024,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:18:58Z,demo_user_018,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:19:13Z,demo_user_031,192.0.2.10,demo_device_01,Browser
2026-01-01T11:20:49Z,demo_user_020,192.0.2.10,demo_device_01,Browser
2026-01-01T11:22:43Z,demo_user_040,192.0.2.10,demo_device_01,Browser
2026-01-01T11:25:01Z,demo_user_019,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:25:15Z,demo_user_024,198.51.100.77,demo_device_03,Emulator
2026-01-01T11:25:50Z,demo_user_028,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:28:48Z,demo_user_023,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:28:50Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T11:29:06Z,demo_user_032,192.0.2.10,demo_device_01,Browser
2026-01-01T11:31:33Z,demo_user_010,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:33:49Z,demo_user_014,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:41:13Z,demo_user_034,192.0.2.10,demo_device_01,Browser
2026-01-01T11:41:51Z,demo_user_032,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:42:45Z,demo_user_027,192.0.2.11,demo_device_02,Mobile
2026-01-01T11:54:44Z,demo_user_019,198.51.100.77,demo_device_03,Emulator
2026-01-01T12:00:53Z,demo_user_005,192.0.2.10,demo_device_01,Browser
2026-01-01T12:01:49Z,demo_user_008,192.0.2.10,demo_device_01,Browser
2026-01-01T12:02:35Z,demo_user_013,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:06:52Z,demo_user_009,192.0.2.10,demo_device_01,Browser
2026-01-01T12:07:03Z,demo_user_026,192.0.2.10,demo_device_01,Browser
2026-01-01T12:11:10Z,demo_user_040,192.0.2.10,demo_device_01,Browser
2026-01-01T12:12:07Z,demo_user_022,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:12:37Z,demo_user_020,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:13:24Z,demo_user_033,198.51.100.77,demo_device_03,Emulator
2026-01-01T12:18:16Z,demo_user_018,192.0.2.10,demo_device_01,Browser
2026-01-01T12:18:28Z,demo_user_007,192.0.2.10,demo_device_01,Browser
2026-01-01T12:18:51Z,demo_user_027,192.0.2.10,demo_device_01,Browser
2026-01-01T12:20:31Z,demo_user_028,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:22:37Z,demo_user_022,198.51.100.77,demo_device_03,Emulator
2026-01-01T12:22:40Z,demo_user_002,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:24:04Z,demo_user_024,192.0.2.10,demo_device_01,Browser
2026-01-01T12:28:38Z,demo_user_036,192.0.2.10,demo_device_01,Browser
2026-01-01T12:28:55Z,demo_user_009,198.51.100.77,demo_device_03,Emulator
2026-01-01T12:32:22Z,demo_user_008,192.0.2.10,demo_device_01,Browser
2026-01-01T12:33:58Z,demo_user_027,198.51.100.77,demo_device_03,Emulator
2026-01-01T12:39:39Z,demo_user_033,192.0.2.10,demo_device_01,Browser
2026-01-01T12:45:27Z,demo_user_035,192.0.2.10,demo_device_01,Browser
2026-01-01T12:46:36Z,demo_user_010,192.0.2.10,demo_device_01,Browser
2026-01-01T12:46:54Z,demo_user_027,192.0.2.10,demo_device_01,Browser
2026-01-01T12:53:25Z,demo_user_021,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:53:49Z,demo_user_014,192.0.2.11,demo_device_02,Mobile
2026-01-01T12:53:56Z,demo_user_011,192.0.2.10,demo_device_01,Browser
2026-01-01T12:57:52Z,demo_user_017,198.51.100.77,demo_device_03,Emulator
2026-01-01T12:59:19Z,demo_user_017,198.51.100.77,demo_device_03,Emulator
2026-01-01T13:01:47Z,demo_user_004,192.0.2.11,demo_device_02,Mobile
2026-01-01T13:02:36Z,demo_user_015,192.0.2.10,demo_device_01,Browser
2026-01-01T13:05:16Z,demo_user_007,198.51.100.77,demo_device_03,Emulator
2026-01-01T13:07:32Z,demo_user_035,198.51.100.77,demo_device_03,Emulator
2026-01-01T13:10:54Z,demo_user_013,198.51.100.77,demo_device_03,Emulator
2026-01-01T13:13:10Z,demo_user_013,192.0.2.10,demo_device_01,Browser
2026-01-01T13:15:15Z,demo_user_032,192.0.2.11,demo_device_02,Mobile
2026-01-01T13:17:25Z,demo_user_039,192.0.2.11,demo_device_02,Mobile
2026-01-01T13:18:55Z,demo_user_025,192.0.2.11,demo_device_02,Mobile
2026-01-01T13:21:28Z,demo_user_014,192.0.2.11,demo_device_02,Mobile
2026-01-01T13:24:45Z,demo_user_001,192.0.2.11,demo_device_02,Mobile
2026-01-01T13:24:46Z,demo_user_001,192.0.2.11,demo_device_02,Mobile
